id,Completed,Last page seen,Start language,Date last action,Date started,IP address,Referrer URL,What year are you?,What is your major?,"If you have a second major, what is it?",What is your gender?,[African American / Black] What racial/ethnic group do you identify with? Check all that apply.,[American Indian / Alaskan Native] What racial/ethnic group do you identify with? Check all that apply.,[Asian / Pacific Islander] What racial/ethnic group do you identify with? Check all that apply.,[Hispanic] What racial/ethnic group do you identify with? Check all that apply.,[White] What racial/ethnic group do you identify with? Check all that apply.,"[Domestic, Race/Ethnicity unknown] What racial/ethnic group do you identify with? Check all that apply.",[International] What racial/ethnic group do you identify with? Check all that apply.,What income bracket does your family fall into?,Please choose one,What is your status at UCLA?,What is your voting status?,"If you voted in the 2008 elections, which presidential candidate did you vote for?","If you did not vote in the 2008 elections, which presidential candidate did you support?","[Worked on a local, state, or national political campaign] Which of the following did you do last year? Check all that apply.",[Participated in student protests] Which of the following did you do last year? Check all that apply.,[Participated in a politically oriented student group] Which of the following did you do last year? Check all that apply.,What political party do you identify with?,Which presidential candidate are you planning to vote for in 2012?,Economy,Job Market,International affairs,Immigration,Education,Healthcare,Social issues,What is your current attitude toward the overall policies of President Obama?,What is your current attitude toward President Obama's education policies?,What is your current attitude toward President Obama's immigration policies?,Proposition 30,"On a 1-5 scale, how familiar are you with the tax measure?",How do you plan to vote on Proposition 30?,How do you think Proposition 30 will affect the UC?,Total time,Group time: General Information,Group time: Presidential Election,Group time: California tax measure
367,2012-09-24 22:56:00,3,en,2012-09-24 22:56:00,2012-09-24 22:49:00,169.232.82.83,,Second,English,,I do not identify with either,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",I didn't vote in the 2008 elections,Other,False,True,True,none of the above,Romney (Republican Party),3,3,5,4,4,4,4,Against,Neutral,Strongly support,,3,I am undecided.,Proposition 30 will have a negative impact.,421.95,82.62,64.54,274.79
368,2012-09-24 22:56:00,3,en,2012-09-24 22:56:00,2012-09-24 22:53:00,164.67.65.117,,Second,Biology,Physiological Science,Male,False,False,False,False,True,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,McCain (Republican Party),,True,True,True,Republican,Romney (Republican Party),5,5,5,5,1,5,1,Strongly against,Strongly against,Strongly against,,5,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have a strong negative impact.,139.14,84.37,37.21,17.56
369,2012-09-24 22:57:00,3,en,2012-09-24 22:57:00,2012-09-24 22:54:00,169.232.89.21,,Fifth or above,Italian and Special Fields,,Male,True,True,False,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,McCain (Republican Party),,False,False,False,Independent,Romney (Republican Party),5,5,4,3,5,4,2,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,1,I am undecided.,I do not know enough about Proposition 30.,200.32,93.19,66.38,40.75
370,,0,en,2012-09-24 22:59:00,2012-09-24 22:59:00,164.67.168.64,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
371,2012-09-24 23:02:00,3,en,2012-09-24 23:02:00,2012-09-24 22:59:00,71.160.145.210,,Fourth,"Microbiology, Immunology, and Molecular Genetics",,Male,False,False,True,False,False,False,False,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Independent,I am not planning to vote in the 2012 elections.,5,5,1,1,5,5,5,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,4,"I will vote yes on Proposition 30, which would result in a tax increase.",I do not know enough about Proposition 30.,172.24,120.39,26.2,25.65
372,2012-09-24 23:05:00,3,en,2012-09-24 23:05:00,2012-09-24 23:00:00,70.197.140.28,,Third,Philosophy,,Male,False,False,False,False,True,False,False,"Annual income between $80,000 - $120,000",I only have financial aid,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,False,False,Democrat,,4,4,4,2,5,5,4,Strongly support,Strongly support,Neutral,,2,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,296.41,179.46,84.09,32.86
373,2012-09-24 23:12:00,3,en,2012-09-24 23:12:00,2012-09-24 23:09:00,198.72.196.197,,Fourth,Geography/Environmental Studies,,Female,False,False,True,False,True,False,False,"Annual income between $80,000 - $120,000",I only have loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),5,4,3,1,3,5,4,Support,Support,Support,,1,I am undecided.,I do not know enough about Proposition 30.,168.09,79.2,69.77,19.12
374,2012-09-24 23:15:00,3,en,2012-09-24 23:15:00,2012-09-24 23:09:00,164.67.168.26,,Second,Anthropology,,Female,False,False,False,True,False,False,False,"Annual income between $80,000 - $120,000",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,,False,False,False,Independent,Obama (Democratic Party),5,5,5,5,5,5,5,Support,Strongly support,Neutral,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have no impact.,312.81,79.54,60.96,172.31
375,2012-09-24 23:44:00,3,en,2012-09-24 23:44:00,2012-09-24 23:10:00,169.232.173.130,http://36ohk6dgmcd1n-c.c.yom.mail.yahoo.net/om/api/1.0/openmail.app.invoke/36ohk6dgmcd1n/11/1.0.35/us/en-US/view.html/0,Third,"Mathematics, Applied",,Female,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),3,4,4,4,5,4,2,Support,Support,Support,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,2080.55,318.61,1564.4,197.54
376,2012-09-24 23:14:00,3,en,2012-09-24 23:14:00,2012-09-24 23:10:00,97.205.32.240,,Third,History,,Male,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am not a registered U.S. voter.,I didn't vote in the 2008 elections,Other,False,False,True,Republican,Other,5,5,5,5,5,5,1,Against,Neutral,Against,,4,I am undecided.,Proposition 30 will have no impact.,207.02,106.86,56.44,43.72
377,,1,en,2012-09-24 23:13:00,2012-09-24 23:11:00,76.93.44.249,,Third,Philosophy,Biochemistry,I do not identify with either,False,False,False,True,False,False,True,"Annual income between $80,000 - $120,000",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,,,,,,,,,,,,,,,,134.53,134.53,0,0
378,2012-09-24 23:17:00,3,en,2012-09-24 23:17:00,2012-09-24 23:15:00,198.72.199.241,,Third,Biochemistry,,Male,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,True,False,False,Independent,Obama (Democratic Party),5,5,4,3,4,4,2,Support,Support,Against,,1,I am undecided.,I do not know enough about Proposition 30.,113.47,65.34,35.11,13.02
379,2012-09-24 23:19:00,3,en,2012-09-24 23:19:00,2012-09-24 23:16:00,149.142.27.207,,Second,Political Science,Psychology,Female,False,False,True,False,False,False,False,"Annual income between $80,000 - $120,000",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,True,True,Democrat,Obama (Democratic Party),4,4,5,4,5,5,5,Strongly support,Strongly support,Support,,5,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a strong positive impact.,154.71,79.28,57.67,17.76
380,2012-09-24 23:21:00,3,en,2012-09-24 23:21:00,2012-09-24 23:19:00,169.232.214.63,,Third,"Microbiology, Immunology, and Molecular Genetics",,Male,False,False,True,False,True,False,False,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,False,False,Libertarian,Romney (Republican Party),4,3,4,3,3,3,5,Strongly against,I don't know enough about the president's policies to answer this question.,Neutral,,1,I am undecided.,Proposition 30 will have no impact.,144.95,58.22,55.07,31.66
381,,1,en,2012-09-24 23:21:00,2012-09-24 23:20:00,131.179.27.57,,Fourth,Communication Studies,,Female,False,False,False,False,True,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,,,,,,,,,,,,,,,,102.8,102.8,0,0
382,2012-09-24 23:24:00,3,en,2012-09-24 23:24:00,2012-09-24 23:21:00,98.151.191.212,,Second,"Molecular, Cell, and Developmental Biology",,Female,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),True,False,True,Democrat,Obama (Democratic Party),5,5,4,3,5,5,5,Support,Support,Neutral,,2,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,170.48,53.55,30.42,86.51
383,2012-09-24 23:26:00,3,en,2012-09-24 23:26:00,2012-09-24 23:22:00,174.254.50.52,,Third,"Mathematics, Applied",,Female,False,False,False,False,True,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),3,3,4,3,5,5,5,Support,Strongly support,I don't know enough about the president's policies to answer this question.,,2,I am undecided.,I do not know enough about Proposition 30.,225.24,113.61,69.22,42.41
384,,1,en,2012-09-24 23:26:00,2012-09-24 23:22:00,164.67.66.115,http://us.mg205.mail.yahoo.com/dc/blank.html?bn=708&.intl=us&.lang=en-US,Second,Undeclared - Life Sciences,,Female,False,False,False,False,True,False,False,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,McCain (Republican Party),False,False,False,Republican,,,,,,,,,,,,,,,,203.18,203.18,0,0
385,2012-09-24 23:57:00,3,en,2012-09-24 23:57:00,2012-09-24 23:23:00,198.72.200.89,,Fourth,Chicana and Chicano Studies,International Development Studies,Female,False,False,False,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),True,True,True,none of the above,Other,4,4,5,5,5,4,5,Strongly against,Against,Strongly against,,4,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a strong positive impact.,2048.68,98.84,1874.11,75.73
386,,0,en,2012-09-24 23:24:00,2012-09-24 23:24:00,208.54.39.181,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
387,2012-09-24 23:27:00,3,en,2012-09-24 23:27:00,2012-09-24 23:25:00,164.67.99.62,,Second,Neuroscience,Anthropology,Female,False,True,True,False,False,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Libertarian,Obama (Democratic Party),5,5,5,5,5,5,5,Support,Support,Support,,3,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have no impact.,112.17,53.95,27.23,30.99
388,,1,en,2012-09-24 23:32:00,2012-09-24 23:30:00,174.254.53.173,,First,Undeclared - Life Sciences,,Female,False,False,True,False,True,False,False,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,In-state,I am ineligible to vote in the U.S.,I didn't vote in the 2008 elections,McCain (Republican Party),False,False,False,Republican,,,,,,,,,,,,,,,,101.33,101.33,0,0
389,2012-09-24 23:38:00,3,en,2012-09-24 23:38:00,2012-09-24 23:35:00,96.251.95.156,,Third,Mechanical Engineering,,Female,False,False,True,False,False,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),4,4,3,2,4,3,4,Support,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,1,I am undecided.,I do not know enough about Proposition 30.,158.33,81.06,45.53,31.74
390,2012-09-24 23:43:00,3,en,2012-09-24 23:43:00,2012-09-24 23:37:00,174.254.70.175,,Fourth,Civil Engineering,,Male,False,False,False,False,True,False,False,"Annual income over $120,000",I only have loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,McCain (Republican Party),False,False,True,Republican,Romney (Republican Party),5,5,5,5,5,2,5,Against,Against,Strongly against,,3,I am undecided.,Proposition 30 will have a negative impact.,388.81,143.9,132.73,112.18
391,2012-09-24 23:41:00,3,en,2012-09-24 23:41:00,2012-09-24 23:38:00,169.232.205.171,http://36ohk6dgmcd1n-c.c.yom.mail.yahoo.net/om/api/1.0/openmail.app.invoke/36ohk6dgmcd1n/11/1.0.35/us/en-US/view.html/0,First,Sociology,,Female,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,True,True,Democrat,Obama (Democratic Party),3,3,5,5,5,5,5,Strongly support,Support,Neutral,,4,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a strong positive impact.,157.66,92.53,40.26,24.87
392,2012-09-24 23:41:00,3,en,2012-09-24 23:41:00,2012-09-24 23:38:00,169.232.95.219,,First,Environmental Science,,Female,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I don't know,International,I am ineligible to vote in the U.S.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,none of the above,I am not planning to vote in the 2012 elections.,4,4,3,3,5,4,5,Support,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,1,I am not going to vote.,I do not know enough about Proposition 30.,137.35,58.01,53.47,25.87
393,2012-09-24 23:46:00,3,en,2012-09-24 23:46:00,2012-09-24 23:42:00,108.178.157.31,,Second,History,Physiological Science,Female,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Republican,Obama (Democratic Party),5,5,5,5,5,3,3,Support,Strongly support,Against,,2,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,234.1,124.18,52.74,57.18
394,2012-09-24 23:46:00,3,en,2012-09-24 23:46:00,2012-09-24 23:44:00,216.73.203.243,,First,Undeclared - Social Sciences,,Female,False,False,True,False,False,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),4,3,4,3,5,3,1,Support,I don't know enough about the president's policies to answer this question.,Support,,3,I am undecided.,I do not know enough about Proposition 30.,148.96,65,58.63,25.33
395,,0,en,2012-09-24 23:45:00,2012-09-24 23:45:00,198.72.193.77,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
396,2012-09-24 23:50:00,3,en,2012-09-24 23:50:00,2012-09-24 23:46:00,68.5.238.175,,Third,Chinese,Linguistics,Male,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,False,False,none of the above,Obama (Democratic Party),1,1,5,1,5,5,5,Support,Strongly support,Strongly support,,2,"I will vote yes on Proposition 30, which would result in a tax increase.",I do not know enough about Proposition 30.,240.59,111.13,55.7,73.76
397,2012-09-24 23:51:00,3,en,2012-09-24 23:51:00,2012-09-24 23:47:00,76.174.67.96,,Third,Philosophy,,Male,False,False,False,True,True,False,False,"Annual income over $120,000",I only have loans,In-state,I am a registered U.S. voter.,McCain (Republican Party),,False,False,False,Republican,Obama (Democratic Party),4,4,3,3,5,5,1,Support,Support,I don't know enough about the president's policies to answer this question.,,3,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,222.27,100.39,65.19,56.69
398,2012-09-24 23:52:00,3,en,2012-09-24 23:52:00,2012-09-24 23:48:00,76.91.30.37,,Second,Undeclared - Life Sciences,,Female,False,False,False,False,True,False,False,,I have neither financial aid nor loans,In-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",I didn't vote in the 2008 elections,McCain (Republican Party),False,True,False,Independent,Romney (Republican Party),4,3,4,2,3,2,1,Against,I don't know enough about the president's policies to answer this question.,Against,,3,"I will vote no on Proposition 30, which would not result in a tax increase.",I do not know enough about Proposition 30.,201.62,93.09,52.26,56.27
399,2012-09-24 23:54:00,3,en,2012-09-24 23:54:00,2012-09-24 23:50:00,169.232.75.80,,Second,Biology,,,False,False,False,False,True,False,False,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,McCain (Republican Party),False,False,False,Republican,Romney (Republican Party),5,4,4,4,5,3,2,Strongly against,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,3,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have a negative impact.,250.58,84.12,45.93,120.53
400,2012-09-24 23:55:00,3,en,2012-09-24 23:55:00,2012-09-24 23:51:00,128.97.122.42,,Second,Psychology,,Male,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),5,5,5,3,4,5,3,Neutral,Neutral,Neutral,,1,I am undecided.,Proposition 30 will have a positive impact.,214.74,107.57,54.08,53.09
401,,0,en,2012-09-24 23:54:00,2012-09-24 23:54:00,108.178.157.31,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
402,2012-09-25 00:01:00,3,en,2012-09-25 00:01:00,2012-09-24 23:58:00,164.67.168.237,,Second,International Development Studies,,Female,False,False,True,False,True,False,False,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,True,Democrat,Obama (Democratic Party),5,5,5,5,5,5,5,Strongly support,Support,Neutral,,5,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a strong positive impact.,240.36,73.79,100.87,65.7
403,2012-09-25 00:04:00,3,en,2012-09-25 00:04:00,2012-09-25 00:00:00,108.84.189.54,,Third,English,,Female,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",I didn't vote in the 2008 elections,Obama (Democratic Party),True,False,False,Democrat,Obama (Democratic Party),4,4,,,4,4,,Support,Support,Support,,4,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have a strong negative impact.,259.34,103.44,87.3,68.6
404,,0,en,2012-09-25 00:08:00,2012-09-25 00:08:00,131.179.36.226,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
405,,1,en,2012-09-25 00:11:00,2012-09-25 00:10:00,198.72.135.40,,Fourth,Art History,,Female,False,False,False,False,True,False,False,"Annual income over $120,000",I only have loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Other,False,False,False,Libertarian,,,,,,,,,,,,,,,,80.61,80.61,0,0
406,,0,en,2012-09-25 00:10:00,2012-09-25 00:10:00,70.197.143.202,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
407,,0,en,2012-09-25 00:11:00,2012-09-25 00:11:00,164.67.127.208,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,False,,,,,,,,,,,,,,,,,0,0,0,0
408,2012-09-25 00:14:00,3,en,2012-09-25 00:14:00,2012-09-25 00:12:00,164.67.127.201,,Second,Political Science,,Male,True,False,False,True,False,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),True,True,True,Democrat,Obama (Democratic Party),4,4,2,3,5,4,5,Strongly support,Support,Support,,5,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a strong positive impact.,142.2,58.7,39.49,44.01
409,2012-09-25 00:18:00,3,en,2012-09-25 00:18:00,2012-09-25 00:13:00,149.142.226.62,http://36ohk6dgmcd1n-c.c.yom.mail.yahoo.net/om/api/1.0/openmail.app.invoke/36ohk6dgmcd1n/11/1.0.35/us/en-US/view.html/0,Second,Political Science,,Male,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,True,False,Democrat,Obama (Democratic Party),5,5,4,3,4,4,4,Strongly support,Strongly support,Support,,4,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a strong positive impact.,276.48,169.38,72.28,34.82
410,2012-09-25 00:17:00,3,en,2012-09-25 00:17:00,2012-09-25 00:14:00,149.142.227.101,,First,Political Science,,Male,False,False,True,False,False,False,True,"Annual income over $120,000",I have neither financial aid nor loans,International,I am ineligible to vote in the U.S.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,none of the above,I am not planning to vote in the 2012 elections.,1,1,5,1,1,1,1,Strongly support,Against,Strongly support,,5,I am not going to vote.,Proposition 30 will have no impact.,160.71,103.9,33.85,22.96
411,2012-09-25 00:39:00,3,en,2012-09-25 00:39:00,2012-09-25 00:18:00,76.173.105.15,,Fourth,Mathematics/Applied Science,,Female,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Other,False,False,False,Independent,I am not planning to vote in the 2012 elections.,5,5,4,2,3,5,2,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,I don't know enough about the president's policies to answer this question.,,2,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have a strong negative impact.,1242.06,883.3,311.43,47.33
412,2012-09-25 00:37:00,3,en,2012-09-25 00:37:00,2012-09-25 00:34:00,192.12.83.103,,Fourth,Political Science,,Male,False,False,False,False,False,False,False,"Annual income over $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,McCain (Republican Party),True,False,True,Republican,Romney (Republican Party),1,1,1,3,3,2,5,Against,Neutral,Against,,4,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have no impact.,180.05,79.53,42.43,58.09
413,2012-09-25 00:38:00,3,en,2012-09-25 00:38:00,2012-09-25 00:36:00,128.97.179.133,,Second,Political Science,,Male,False,False,False,False,True,False,False,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,McCain (Republican Party),True,False,True,Republican,Romney (Republican Party),5,4,3,5,4,3,1,Neutral,Neutral,Support,,5,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,142.31,57.35,59.52,25.44
414,2012-09-25 00:46:00,3,en,2012-09-25 00:46:00,2012-09-25 00:37:00,66.87.70.227,,Fourth,Classical Civilization,Global Studies,Male,False,False,False,False,True,True,True,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,In-state,I am a registered U.S. voter.,Other,,True,False,True,Libertarian,Other,5,3,5,3,4,4,2,Against,Against,Neutral,,4,"I will vote no on Proposition 30, which would not result in a tax increase.",Proposition 30 will have a negative impact.,528.42,143.16,310.37,74.89
415,2012-09-25 01:01:00,3,en,2012-09-25 01:01:00,2012-09-25 00:59:00,169.232.246.118,,Third,Computer Science,,Male,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),4,4,4,3,5,3,5,Support,Support,Support,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,127.54,40.55,51.31,35.68
416,2012-09-25 01:10:00,3,en,2012-09-25 01:10:00,2012-09-25 01:06:00,169.232.215.57,,First,Mathematics,,Female,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have neither financial aid nor loans,International,I am ineligible to vote in the U.S.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,none of the above,I am not planning to vote in the 2012 elections.,5,4,3,3,4,5,2,Support,Neutral,Neutral,,1,I am not going to vote.,I do not know enough about Proposition 30.,251.65,135.79,52.88,62.98
417,,1,en,2012-09-25 01:09:00,2012-09-25 01:07:00,192.12.83.103,,Fourth,Communication Studies,Political Science,Female,True,False,False,True,False,False,False,"Annual income over $120,000",I only have loans,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,True,False,Democrat,,,,,,,,,,,,,,,,128.73,128.73,0,0
418,2012-09-25 01:11:00,3,en,2012-09-25 01:11:00,2012-09-25 01:09:00,76.91.85.245,,Third,English,,Male,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,Obama (Democratic Party),,False,False,False,Democrat,Obama (Democratic Party),4,3,4,2,4,5,5,Support,Support,Support,,5,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a strong positive impact.,130.15,57.11,49.18,23.86
419,2012-09-25 01:16:00,3,en,2012-09-25 01:16:00,2012-09-25 01:13:00,164.67.215.135,,First,Chemical Engineering,,Male,False,False,False,True,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),5,5,3,3,5,5,4,Support,Support,Support,,3,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,171.38,73.69,62.72,34.97
420,2012-09-25 01:17:00,3,en,2012-09-25 01:17:00,2012-09-25 01:14:00,76.91.27.63,,Second,Neuroscience,,Male,False,False,True,False,False,False,False,"Annual income between $80,000 - $120,000",I have neither financial aid nor loans,Out-of-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),4,4,5,3,5,5,1,Support,Strongly support,Support,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",Proposition 30 will have a positive impact.,152.69,56.26,47.21,49.22
421,2012-09-25 01:19:00,3,en,2012-09-25 01:19:00,2012-09-25 01:18:00,169.232.67.72,,Second,Biology,,Female,False,False,True,False,False,False,False,"Annual income of $80,000 or less",I have both loans and financial aid,In-state,"I am not a registered U.S. voter, but I plan to register before the 2012 elections.",I didn't vote in the 2008 elections,Obama (Democratic Party),False,False,False,Democrat,Obama (Democratic Party),5,5,3,3,5,5,4,Strongly support,Strongly support,Strongly support,,1,"I will vote yes on Proposition 30, which would result in a tax increase.",I do not know enough about Proposition 30.,94.09,40.16,33.68,20.25
422,2012-09-25 01:22:00,3,en,2012-09-25 01:22:00,2012-09-25 01:20:00,169.232.237.112,,Second,Communication Studies,,Female,False,False,False,False,True,False,False,"Annual income of $80,000 or less",I only have financial aid,In-state,I am a registered U.S. voter.,I didn't vote in the 2008 elections,McCain (Republican Party),False,False,True,Republican,Romney (Republican Party),4,4,2,5,4,3,5,Against,I don't know enough about the president's policies to answer this question.,Strongly against,,1,"I will vote no on Proposition 30, which would not result in a tax increase.",I do not know enough about Proposition 30.,142.8,61.15,47.12,34.53
